L1	L2	D'	LOD	r^2	CIlow	CIhi	Dist	T-int
rs10515857	rs299295	0.487	1.56	0.085	0.18	0.7	99753	-
rs10515857	rs11748030	0.27	0.03	0.002	0.03	0.95	106450	-
rs10515857	rs4599554	1.0	0.98	0.026	0.15	0.99	109636	-
rs10515857	rs10038157	0.657	8.17	0.412	0.48	0.78	114823	-
rs10515857	rs10515861	1.0	1.18	0.064	0.19	0.99	120784	-
rs10515857	rs7722729	0.296	0.06	0.002	0.03	0.84	132473	-
rs10515857	rs17061797	0.55	4.12	0.167	0.33	0.72	134377	-
rs10515857	rs4869089	0.537	0.84	0.026	0.11	0.8	134445	-
rs10515857	rs7716203	0.741	0.86	0.057	0.14	0.92	137921	-
rs10515857	rs729352	1.0	0.51	0.049	0.09	0.98	139252	-
rs10515857	rs1496864	0.293	0.11	0.004	0.03	0.76	147664	-
rs10515857	rs7700282	0.806	0.22	0.013	0.06	0.97	148348	-
rs10515857	rs7722476	0.642	1.57	0.064	0.23	0.85	148498	-
rs10515857	rs4276433	0.688	3.1	0.136	0.38	0.85	156305	-
rs10515857	rs919258	0.059	0.07	0.003	0.0	0.29	159793	-
rs10515857	rs297961	0.528	4.4	0.208	0.32	0.69	167189	-
rs10515857	rs17061883	1.0	0.27	0.01	0.06	0.97	168320	-
rs10515857	rs297966	0.059	0.07	0.003	0.0	0.29	169749	-
rs10515857	rs297968	0.683	2.98	0.131	0.37	0.85	171052	-
rs10515857	rs10074453	0.172	0.02	0.001	0.02	0.82	171830	-
rs10515857	rs4301242	0.059	0.07	0.003	0.0	0.29	174992	-
rs10515857	rs12654614	1.0	0.22	0.009	0.05	0.97	175692	-
rs10515857	rs12657750	1.0	0.32	0.01	0.06	0.98	178261	-
rs10515857	rs177075	0.457	0.17	0.005	0.04	0.86	179650	-
rs10515857	rs2217265	0.589	1.04	0.053	0.15	0.82	180011	-
rs10515857	rs294598	0.962	0.32	0.02	0.07	0.97	181800	-
rs10515857	rs294597	0.527	1.78	0.08	0.21	0.74	181993	-
rs10515857	rs297951	0.541	1.07	0.053	0.14	0.78	184680	-
rs10515857	rs1433779	0.011	0.0	0.0	0.0	0.41	185100	-
rs10515857	rs294594	0.962	0.32	0.02	0.07	0.97	185608	-
rs10515857	rs985254	0.608	1.18	0.058	0.17	0.83	187388	-
rs10515857	rs10037424	0.011	0.0	0.0	0.0	0.41	187647	-
rs10515857	rs294588	0.585	1.4	0.071	0.19	0.8	188552	-
rs10515857	rs294587	0.52	1.68	0.076	0.2	0.74	189095	-
rs10515857	rs6862542	0.464	1.15	0.05	0.13	0.71	198386	-
rs10515857	rs294580	0.489	1.38	0.059	0.16	0.72	204087	-
rs10515857	rs6876181	1.0	1.13	0.045	0.19	0.99	211372	-
rs10515857	rs1432655	0.407	0.23	0.016	0.04	0.8	218819	-
rs10515857	rs1433781	0.407	0.23	0.016	0.04	0.8	224046	-
rs10515857	rs17668553	1.0	0.31	0.007	0.06	0.98	227901	-
rs10515857	rs159199	0.336	0.42	0.022	0.04	0.64	231134	-
rs10515857	rs292410	0.022	0.0	0.0	0.01	0.64	233422	-
rs10515857	rs6878378	1.0	0.92	0.021	0.14	0.99	235981	-
rs10515857	rs3849745	0.159	0.1	0.005	0.01	0.52	248638	-
rs10515857	rs6880977	0.159	0.1	0.005	0.01	0.52	249160	-
rs10515857	rs3910253	0.126	0.03	0.002	0.01	0.62	251289	-
rs10515857	rs10070913	1.0	0.54	0.013	0.09	0.98	253285	-
rs10515857	rs3910251	0.256	0.11	0.006	0.02	0.7	256558	-
rs10515857	rs693845	0.256	0.11	0.006	0.02	0.7	257979	-
rs10515857	rs158836	0.098	0.06	0.003	0.0	0.42	259288	-
rs10515857	rs158842	0.166	0.03	0.002	0.02	0.73	262917	-
rs10515857	rs158845	0.199	0.05	0.003	0.02	0.74	263635	-
rs10515857	rs166078	0.166	0.03	0.002	0.02	0.73	264393	-
rs10515857	rs149402	0.128	0.09	0.005	0.01	0.46	264612	-
rs10515857	rs566509	1.0	0.32	0.01	0.06	0.98	268736	-
rs10515857	rs158850	0.113	0.07	0.004	0.0	0.43	273569	-
rs10515857	rs6893725	1.0	0.86	0.021	0.13	0.99	273993	-
rs10515857	rs17062147	1.0	0.32	0.01	0.06	0.98	275066	-
rs10515857	rs158851	0.396	0.23	0.013	0.04	0.79	275703	-
rs10515857	rs158829	0.69	0.17	0.011	0.05	0.97	279006	-
rs10515857	rs537788	0.085	0.01	0.001	0.01	0.66	279842	-
rs10515857	rs424217	0.062	0.02	0.001	0.0	0.41	287879	-
rs10515857	rs509502	0.419	0.35	0.021	0.05	0.76	288427	-
rs10515857	rs292404	0.69	0.17	0.011	0.05	0.97	290717	-
rs10515857	rs292406	0.07	0.03	0.002	0.0	0.42	292136	-
rs10515857	rs3133041	0.519	0.1	0.007	0.04	0.96	293463	-
rs10515857	rs558968	0.419	0.35	0.021	0.05	0.76	300115	-
rs10515857	rs10057965	1.0	0.9	0.037	0.14	0.99	309845	-
rs10515857	rs531314	1.0	0.46	0.009	0.07	0.98	314657	-
rs10515857	rs489835	0.47	0.54	0.015	0.07	0.77	316838	-
rs10515857	rs4869096	0.368	0.1	0.003	0.03	0.85	327088	-
rs10515857	rs516512	0.546	0.31	0.01	0.06	0.88	327672	-
rs10515857	rs520002	0.434	0.18	0.013	0.04	0.86	328016	-
rs10515857	rs13328108	0.698	0.13	0.007	0.05	0.97	329622	-
rs10515857	rs497083	0.362	0.34	0.017	0.04	0.7	330679	-
rs10515857	rs580015	0.566	1.01	0.033	0.14	0.81	333897	-
rs10515857	rs10515864	0.962	0.32	0.02	0.07	0.97	342892	-
rs10515857	rs17610788	0.092	0.01	0.0	0.02	0.8	355504	-
rs10515857	rs642305	0.389	0.3	0.017	0.04	0.75	356740	-
rs10515857	rs17538699	0.529	0.27	0.008	0.05	0.88	360170	-
rs17061586	rs1363150	1.0	29.98	0.966	0.93	1.0	1377	176.91
rs17061586	rs13186063	1.0	1.95	0.051	0.35	1.0	14683	-
rs17061586	rs1025014	1.0	27.71	0.93	0.92	1.0	18018	-
rs17061586	rs9313968	0.898	3.89	0.139	0.56	0.97	20175	-
rs17061586	rs13172782	1.0	1.95	0.051	0.35	1.0	24160	-
rs17061586	rs4307107	0.918	5.35	0.174	0.64	0.98	29408	-
rs17061586	rs299304	0.928	24.75	0.862	0.83	0.97	34792	-
rs17061586	rs427056	1.0	1.74	0.052	0.31	1.0	37829	-
rs17061586	rs2069347	0.831	3.98	0.143	0.52	0.94	55265	-
rs17061586	rs2303076	0.453	0.31	0.009	0.05	0.81	75720	-
rs17061586	rs299287	0.752	6.74	0.261	0.54	0.88	81489	-
rs17061586	rs299284	0.913	17.83	0.69	0.78	0.97	84720	-
rs17061586	rs299283	0.752	6.74	0.261	0.54	0.88	84926	-
rs17061586	rs299290	0.77	8.3	0.315	0.58	0.89	90586	-
rs17061586	rs299295	0.767	8.02	0.305	0.57	0.88	97786	-
rs17061586	rs11748030	0.038	0.03	0.001	-0.01	0.25	104483	-
rs17061586	rs4599554	0.724	10.38	0.416	0.56	0.84	107669	-
rs17061586	rs10038157	1.0	0.64	0.022	0.1	0.98	112856	-
rs17061586	rs10515861	0.533	0.56	0.026	0.08	0.83	118817	-
rs17061586	rs7722729	0.564	6.49	0.261	0.39	0.7	130506	-
rs17061586	rs17061797	0.713	0.79	0.02	0.13	0.92	132410	-
rs17061586	rs4869089	0.508	0.93	0.034	0.12	0.77	132478	-
rs17061586	rs7716203	0.512	1.53	0.052	0.18	0.74	135954	-
rs17061586	rs729352	0.484	0.58	0.017	0.08	0.78	137285	-
rs17061586	rs1496864	0.583	3.76	0.14	0.34	0.75	145697	-
rs17061586	rs7700282	0.407	3.71	0.16	0.23	0.56	146381	-
rs17061586	rs7722476	0.679	2.69	0.102	0.35	0.85	146531	-
rs17061586	rs4276433	0.018	0.0	0.0	-0.01	0.28	154338	-
rs17061586	rs919258	1.0	0.7	0.015	0.11	0.99	157826	-
rs17061586	rs297961	0.412	0.14	0.005	0.04	0.85	165222	-
rs17061586	rs17061883	0.27	1.05	0.035	0.07	0.5	166353	-
rs17061586	rs297966	1.0	0.7	0.015	0.11	0.99	167782	-
rs17061586	rs297968	0.008	0.0	0.0	-0.01	0.27	169085	-
rs17061586	rs10074453	0.053	0.1	0.003	0.0	0.22	169863	-
rs17061586	rs4301242	1.0	0.7	0.015	0.11	0.99	173025	-
rs17061586	rs12654614	0.301	1.2	0.04	0.09	0.54	173725	-
rs17061586	rs12657750	0.242	0.91	0.029	0.06	0.47	176294	-
rs17061586	rs177075	0.393	3.08	0.127	0.21	0.55	177683	-
rs17061586	rs2217265	0.499	1.34	0.054	0.16	0.73	178044	-
rs17061586	rs294598	0.09	0.21	0.008	0.0	0.27	179833	-
rs17061586	rs294597	0.3	0.96	0.037	0.07	0.52	180026	-
rs17061586	rs297951	0.527	2.07	0.073	0.23	0.73	182713	-
rs17061586	rs1433779	1.0	0.34	0.007	0.06	0.98	183133	-
rs17061586	rs294594	0.127	0.4	0.016	0.01	0.3	183641	-
rs17061586	rs985254	0.421	0.95	0.04	0.1	0.67	185421	-
rs17061586	rs10037424	1.0	0.34	0.007	0.06	0.98	185680	-
rs17061586	rs294588	0.353	0.97	0.037	0.09	0.59	186585	-
rs17061586	rs294587	0.194	0.42	0.015	0.02	0.43	187128	-
rs17061586	rs6862542	0.278	0.68	0.026	0.05	0.52	196419	-
rs17061586	rs294580	0.182	0.31	0.012	0.02	0.43	202120	-
rs17061586	rs6876181	0.364	0.27	0.009	0.04	0.73	209405	-
rs17061586	rs1432655	0.441	0.59	0.027	0.07	0.74	216852	-
rs17061586	rs1433781	0.441	0.59	0.027	0.07	0.74	222079	-
rs17061586	rs17668553	1.0	0.55	0.01	0.09	0.98	225934	-
rs17061586	rs159199	0.34	0.7	0.033	0.06	0.59	229167	-
rs17061586	rs292410	0.61	1.29	0.047	0.19	0.83	231455	-
rs17061586	rs6878378	0.109	0.26	0.011	0.0	0.29	234014	-
rs17061586	rs3849745	0.551	0.91	0.029	0.12	0.81	246671	-
rs17061586	rs6880977	0.551	0.91	0.029	0.12	0.81	247193	-
rs17061586	rs3910253	0.136	0.08	0.003	0.01	0.5	249322	-
rs17061586	rs10070913	0.285	1.15	0.051	0.08	0.5	251318	-
rs17061586	rs3910251	0.054	0.01	0.0	0.0	0.47	254591	-
rs17061586	rs693845	0.054	0.01	0.0	0.0	0.47	256012	-
rs17061586	rs158836	0.103	0.1	0.005	0.0	0.36	257321	-
rs17061586	rs158842	0.496	1.49	0.071	0.17	0.71	260950	-
rs17061586	rs158845	0.486	1.39	0.067	0.16	0.71	261668	-
rs17061586	rs166078	0.496	1.49	0.071	0.17	0.71	262426	-
rs17061586	rs149402	0.226	0.41	0.021	0.03	0.47	262645	-
rs17061586	rs566509	1.0	0.7	0.015	0.11	0.99	266769	-
rs17061586	rs158850	0.28	0.88	0.038	0.06	0.49	271602	-
rs17061586	rs6893725	0.007	0.0	0.0	-0.01	0.19	272026	-
rs17061586	rs17062147	1.0	0.7	0.015	0.11	0.99	273099	-
rs17061586	rs158851	0.379	0.83	0.036	0.08	0.63	273736	-
rs17061586	rs158829	1.0	1.23	0.033	0.21	1.0	277039	-
rs17061586	rs537788	0.049	0.01	0.001	0.0	0.44	277875	-
rs17061586	rs424217	0.358	1.28	0.058	0.11	0.57	285912	-
rs17061586	rs509502	0.499	0.78	0.042	0.1	0.76	286460	-
rs17061586	rs292404	1.0	1.23	0.033	0.21	1.0	288750	-
rs17061586	rs292406	0.363	1.34	0.061	0.12	0.57	290169	-
rs17061586	rs3133041	1.0	0.58	0.036	0.1	0.98	291496	-
rs17061586	rs558968	0.621	1.2	0.065	0.18	0.84	298148	-
rs17061586	rs10057965	0.061	0.01	0.0	0.01	0.6	307878	-
rs17061586	rs531314	0.224	0.54	0.021	0.03	0.49	312690	-
rs17061586	rs489835	0.097	0.02	0.001	0.01	0.57	314871	-
rs17061586	rs4869096	0.017	0.01	0.0	-0.01	0.23	325121	-
rs17061586	rs516512	0.494	0.27	0.012	0.05	0.87	325705	-
rs17061586	rs520002	0.278	0.14	0.007	0.03	0.71	326049	-
rs17061586	rs13328108	0.147	0.01	0.0	0.03	0.94	327655	-
rs17061586	rs497083	0.11	0.05	0.002	0.01	0.47	328712	-
rs17061586	rs580015	0.196	0.17	0.006	0.02	0.53	331930	-
rs17061586	rs10515864	0.004	0.0	0.0	0.01	0.78	340925	-
rs17061586	rs17610788	0.075	0.07	0.003	0.0	0.32	353537	-
rs17061586	rs642305	0.055	0.01	0.0	0.0	0.47	354773	-
rs17061586	rs17538699	0.259	0.06	0.003	0.03	0.82	358203	-
rs1363150	rs13186063	1.0	1.78	0.053	0.32	1.0	13306	158.55
rs1363150	rs1025014	1.0	26.58	0.898	0.91	1.0	16641	-
rs1363150	rs9313968	0.904	4.25	0.146	0.59	0.98	18798	-
rs1363150	rs13172782	1.0	1.78	0.053	0.32	1.0	22783	-
rs1363150	rs4307107	0.92	5.47	0.181	0.65	0.98	28031	-
rs1363150	rs299304	0.928	23.63	0.831	0.82	0.98	33415	-
rs1363150	rs427056	1.0	1.58	0.054	0.28	1.0	36452	-
rs1363150	rs2069347	0.839	4.36	0.151	0.54	0.95	53888	-
rs1363150	rs2303076	0.401	0.23	0.007	0.04	0.79	74343	-
rs1363150	rs299287	0.76	7.13	0.276	0.55	0.88	80112	-
rs1363150	rs299284	0.913	17.19	0.665	0.77	0.97	83343	-
rs1363150	rs299283	0.76	7.13	0.276	0.55	0.88	83549	-
rs1363150	rs299290	0.732	7.64	0.295	0.54	0.86	89209	-
rs1363150	rs299295	0.729	7.37	0.285	0.53	0.85	96409	-
rs1363150	rs11748030	0.038	0.03	0.001	-0.01	0.25	103106	-
rs1363150	rs4599554	0.693	9.8	0.395	0.53	0.81	106292	-
rs1363150	rs10038157	1.0	0.4	0.022	0.07	0.98	111479	-
rs1363150	rs10515861	0.571	0.69	0.031	0.1	0.84	117440	-
rs1363150	rs7722729	0.538	6.11	0.246	0.36	0.68	129129	-
rs1363150	rs17061797	0.727	0.87	0.021	0.14	0.92	131033	-
rs1363150	rs4869089	0.507	0.91	0.035	0.12	0.77	131101	-
rs1363150	rs7716203	0.519	1.58	0.056	0.19	0.74	134577	-
rs1363150	rs729352	0.463	0.52	0.016	0.07	0.77	135908	-
rs1363150	rs1496864	0.543	3.36	0.127	0.31	0.72	144320	-
rs1363150	rs7700282	0.4	3.48	0.149	0.22	0.55	145004	-
rs1363150	rs7722476	0.686	2.79	0.108	0.36	0.85	145154	-
rs1363150	rs4276433	0.032	0.01	0.0	0.0	0.29	152961	-
rs1363150	rs919258	1.0	0.74	0.016	0.11	0.99	156449	-
rs1363150	rs297961	0.447	0.17	0.006	0.04	0.86	163845	-
rs1363150	rs17061883	0.264	0.98	0.032	0.06	0.5	164976	-
rs1363150	rs297966	1.0	0.74	0.016	0.11	0.99	166405	-
rs1363150	rs297968	0.022	0.01	0.0	-0.01	0.28	167708	-
rs1363150	rs10074453	0.07	0.16	0.005	0.0	0.24	168486	-
rs1363150	rs4301242	1.0	0.74	0.016	0.11	0.99	171648	-
rs1363150	rs12654614	0.296	1.13	0.038	0.08	0.54	172348	-
rs1363150	rs12657750	0.298	1.24	0.043	0.09	0.53	174917	-
rs1363150	rs177075	0.371	2.84	0.117	0.19	0.53	176306	-
rs1363150	rs2217265	0.509	1.41	0.059	0.17	0.73	176667	-
rs1363150	rs294598	0.114	0.33	0.013	0.01	0.29	178456	-
rs1363150	rs294597	0.268	0.79	0.031	0.05	0.49	178649	-
rs1363150	rs297951	0.475	1.73	0.061	0.19	0.69	181336	-
rs1363150	rs1433779	1.0	0.36	0.007	0.06	0.98	181756	-
rs1363150	rs294594	0.114	0.33	0.013	0.01	0.29	182264	-
rs1363150	rs985254	0.358	0.71	0.03	0.07	0.62	184044	-
rs1363150	rs10037424	1.0	0.36	0.007	0.06	0.98	184303	-
rs1363150	rs294588	0.309	0.77	0.03	0.06	0.55	185208	-
rs1363150	rs294587	0.166	0.32	0.012	0.01	0.4	185751	-
rs1363150	rs6862542	0.293	0.76	0.03	0.06	0.53	195042	-
rs1363150	rs294580	0.15	0.22	0.008	0.01	0.4	200743	-
rs1363150	rs6876181	0.332	0.22	0.007	0.03	0.72	208028	-
rs1363150	rs1432655	0.442	0.58	0.028	0.07	0.74	215475	-
rs1363150	rs1433781	0.442	0.58	0.028	0.07	0.74	220702	-
rs1363150	rs17668553	1.0	0.58	0.01	0.09	0.99	224557	-
rs1363150	rs159199	0.286	0.51	0.024	0.04	0.55	227790	-
rs1363150	rs292410	0.609	1.27	0.048	0.18	0.83	230078	-
rs1363150	rs6878378	0.095	0.21	0.009	0.0	0.28	232637	-
rs1363150	rs3849745	0.542	0.86	0.029	0.12	0.8	245294	-
rs1363150	rs6880977	0.542	0.86	0.029	0.12	0.8	245816	-
rs1363150	rs3910253	0.133	0.07	0.003	0.01	0.5	247945	-
rs1363150	rs10070913	0.277	1.05	0.047	0.07	0.49	249941	-
rs1363150	rs3910251	0.047	0.01	0.0	0.0	0.47	253214	-
rs1363150	rs693845	0.047	0.01	0.0	0.0	0.47	254635	-
rs1363150	rs158836	0.074	0.06	0.003	0.0	0.34	255944	-
rs1363150	rs158842	0.51	1.61	0.078	0.19	0.72	259573	-
rs1363150	rs158845	0.5	1.5	0.073	0.18	0.72	260291	-
rs1363150	rs166078	0.51	1.61	0.078	0.19	0.72	261049	-
rs1363150	rs149402	0.188	0.29	0.015	0.02	0.44	261268	-
rs1363150	rs566509	1.0	0.74	0.016	0.11	0.99	265392	-
rs1363150	rs158850	0.25	0.73	0.031	0.05	0.47	270225	-
rs1363150	rs6893725	0.002	0.0	0.0	0.01	0.64	270649	-
rs1363150	rs17062147	1.0	0.74	0.016	0.11	0.99	271722	-
rs1363150	rs158851	0.321	0.62	0.027	0.05	0.58	272359	-
rs1363150	rs158829	1.0	1.32	0.034	0.22	1.0	275662	-
rs1363150	rs537788	0.012	0.0	0.0	0.0	0.51	276498	-
rs1363150	rs424217	0.323	1.08	0.049	0.09	0.54	284535	-
rs1363150	rs509502	0.391	0.49	0.027	0.05	0.69	285083	-
rs1363150	rs292404	1.0	1.32	0.034	0.22	1.0	287373	-
rs1363150	rs292406	0.328	1.13	0.051	0.09	0.54	288792	-
rs1363150	rs3133041	1.0	0.68	0.038	0.11	0.98	290119	-
rs1363150	rs558968	0.506	0.8	0.045	0.1	0.77	296771	-
rs1363150	rs10057965	0.104	0.02	0.001	0.01	0.61	306501	-
rs1363150	rs531314	0.217	0.5	0.019	0.03	0.49	311313	-
rs1363150	rs489835	0.076	0.01	0.001	0.01	0.56	313494	-
rs1363150	rs4869096	0.046	0.04	0.002	0.0	0.25	323744	-
rs1363150	rs516512	0.536	0.34	0.014	0.06	0.88	324328	-
rs1363150	rs520002	0.335	0.23	0.011	0.03	0.73	324672	-
rs1363150	rs13328108	0.233	0.02	0.001	0.03	0.94	326278	-
rs1363150	rs497083	0.114	0.06	0.002	0.01	0.48	327335	-
rs1363150	rs580015	0.195	0.17	0.006	0.02	0.53	330553	-
rs1363150	rs10515864	0.028	0.02	0.001	-0.01	0.23	339548	-
rs1363150	rs17610788	0.053	0.04	0.001	0.0	0.3	352160	-
rs1363150	rs642305	0.113	0.05	0.002	0.01	0.5	353396	-
rs1363150	rs17538699	0.317	0.09	0.004	0.03	0.83	356826	-
rs13186063	rs1025014	1.0	1.98	0.047	0.36	1.0	3335	244.1
rs13186063	rs9313968	1.0	10.54	0.295	0.84	1.0	5492	-
rs13186063	rs13172782	1.0	40.45	1.0	0.96	1.0	9477	-
rs13186063	rs4307107	0.901	8.33	0.286	0.71	0.97	14725	-
rs13186063	rs299304	0.779	1.28	0.031	0.22	0.94	20109	-
rs13186063	rs427056	0.922	28.98	0.829	0.84	0.97	23146	-
rs13186063	rs2069347	0.668	4.78	0.158	0.44	0.82	40582	-
rs13186063	rs2303076	0.812	16.03	0.547	0.68	0.9	61037	-
rs13186063	rs299287	0.393	0.55	0.017	0.06	0.69	66806	-
rs13186063	rs299284	1.0	1.88	0.042	0.34	1.0	70037	-
rs13186063	rs299283	0.393	0.55	0.017	0.06	0.69	70243	-
rs13186063	rs299290	0.401	0.56	0.015	0.06	0.69	75903	-
rs13186063	rs299295	0.26	0.23	0.007	0.02	0.6	83103	-
rs13186063	rs11748030	0.531	5.3	0.218	0.35	0.67	89800	-
rs13186063	rs4599554	0.746	1.09	0.036	0.18	0.93	92986	-
rs13186063	rs10038157	0.103	0.14	0.005	0.0	0.35	98173	-
rs13186063	rs10515861	0.565	1.28	0.05	0.17	0.79	104134	-
rs13186063	rs7722729	0.73	0.98	0.033	0.16	0.92	115823	-
rs13186063	rs17061797	0.193	0.8	0.027	0.04	0.37	117727	-
rs13186063	rs4869089	0.542	3.19	0.113	0.3	0.71	117795	-
rs13186063	rs7716203	0.756	4.55	0.146	0.49	0.89	121271	-
rs13186063	rs729352	0.744	2.02	0.067	0.32	0.91	122602	-
rs13186063	rs1496864	0.376	0.4	0.017	0.05	0.71	131014	-
rs13186063	rs7700282	0.622	0.52	0.019	0.08	0.9	131698	-
rs13186063	rs7722476	0.216	0.25	0.011	0.02	0.51	131848	-
rs13186063	rs4276433	0.004	0.0	0.0	0.0	0.47	139655	-
rs13186063	rs919258	0.309	0.71	0.028	0.06	0.57	143143	-
rs13186063	rs297961	0.042	0.02	0.001	0.0	0.3	150539	-
rs13186063	rs17061883	1.0	1.39	0.024	0.24	1.0	151670	-
rs13186063	rs297966	0.309	0.71	0.028	0.06	0.57	153099	-
rs13186063	rs297968	0.014	0.0	0.0	-0.01	0.24	154402	-
rs13186063	rs10074453	0.046	0.0	0.0	0.01	0.63	155180	-
rs13186063	rs4301242	0.309	0.71	0.028	0.06	0.57	158342	-
rs13186063	rs12654614	1.0	1.27	0.023	0.21	1.0	159042	-
rs13186063	rs12657750	1.0	1.22	0.026	0.2	1.0	161611	-
rs13186063	rs177075	0.489	0.43	0.015	0.06	0.82	163000	-
rs13186063	rs2217265	0.562	1.88	0.074	0.24	0.76	163361	-
rs13186063	rs294598	0.479	0.39	0.012	0.06	0.81	165150	-
rs13186063	rs294597	0.407	0.61	0.02	0.07	0.7	165343	-
rs13186063	rs297951	0.68	2.65	0.09	0.35	0.85	168030	-
rs13186063	rs1433779	0.448	0.61	0.028	0.08	0.76	168450	-
rs13186063	rs294594	0.54	0.55	0.015	0.08	0.83	168958	-
rs13186063	rs985254	0.37	0.88	0.031	0.08	0.62	170738	-
rs13186063	rs10037424	0.448	0.61	0.028	0.08	0.76	170997	-
rs13186063	rs294588	0.502	1.37	0.043	0.16	0.73	171902	-
rs13186063	rs294587	0.238	0.22	0.007	0.02	0.57	172445	-
rs13186063	rs6862542	0.251	0.25	0.01	0.02	0.58	181736	-
rs13186063	rs294580	0.41	0.75	0.024	0.08	0.68	187437	-
rs13186063	rs6876181	0.228	0.86	0.041	0.05	0.4	194722	-
rs13186063	rs1432655	0.483	2.48	0.085	0.24	0.67	202169	-
rs13186063	rs1433781	0.483	2.48	0.085	0.24	0.67	207396	-
rs13186063	rs17668553	0.343	0.56	0.023	0.06	0.65	211251	-
rs13186063	rs159199	0.534	1.68	0.051	0.21	0.75	214484	-
rs13186063	rs292410	0.469	2.51	0.09	0.23	0.65	216772	-
rs13186063	rs6878378	0.057	0.0	0.0	0.01	0.64	219331	-
rs13186063	rs3849745	0.37	2.14	0.073	0.17	0.54	231988	-
rs13186063	rs6880977	0.37	2.14	0.073	0.17	0.54	232510	-
rs13186063	rs3910253	0.305	1.05	0.032	0.08	0.51	234639	-
rs13186063	rs10070913	1.0	1.11	0.032	0.18	0.99	236635	-
rs13186063	rs3910251	0.268	0.82	0.027	0.06	0.48	239908	-
rs13186063	rs693845	0.268	0.82	0.027	0.06	0.48	241329	-
rs13186063	rs158836	0.379	0.5	0.017	0.05	0.68	242638	-
rs13186063	rs158842	0.513	1.16	0.046	0.14	0.75	246267	-
rs13186063	rs158845	0.526	1.26	0.05	0.16	0.76	246985	-
rs13186063	rs166078	0.513	1.16	0.046	0.14	0.75	247743	-
rs13186063	rs149402	0.388	0.54	0.019	0.06	0.69	247962	-
rs13186063	rs566509	0.198	0.27	0.012	0.02	0.49	252086	-
rs13186063	rs158850	0.807	1.64	0.069	0.29	0.95	256919	-
rs13186063	rs6893725	0.003	0.0	0.0	0.01	0.63	257343	-
rs13186063	rs17062147	0.198	0.27	0.012	0.02	0.49	258416	-
rs13186063	rs158851	0.427	0.96	0.037	0.1	0.67	259053	-
rs13186063	rs158829	0.129	0.26	0.011	0.01	0.34	262356	-
rs13186063	rs537788	0.247	0.35	0.013	0.03	0.53	263192	-
rs13186063	rs424217	0.819	1.78	0.076	0.31	0.95	271229	-
rs13186063	rs509502	0.338	0.84	0.034	0.07	0.57	271777	-
rs13186063	rs292404	0.129	0.26	0.011	0.01	0.34	274067	-
rs13186063	rs292406	0.815	1.73	0.075	0.3	0.95	275486	-
rs13186063	rs3133041	0.111	0.2	0.009	0.0	0.31	276813	-
rs13186063	rs558968	0.338	0.84	0.034	0.07	0.57	283465	-
rs13186063	rs10057965	0.023	0.01	0.001	-0.01	0.22	293195	-
rs13186063	rs531314	1.0	0.55	0.021	0.09	0.98	298007	-
rs13186063	rs489835	0.071	0.02	0.001	0.0	0.46	300188	-
rs13186063	rs4869096	0.105	0.15	0.007	0.0	0.32	310438	-
rs13186063	rs516512	0.275	0.14	0.006	0.02	0.7	311022	-
rs13186063	rs520002	0.073	0.07	0.003	0.0	0.3	311366	-
rs13186063	rs13328108	0.32	1.07	0.044	0.09	0.54	312972	-
rs13186063	rs497083	0.228	0.36	0.015	0.02	0.49	314029	-
rs13186063	rs580015	0.24	0.49	0.02	0.03	0.48	317247	-
rs13186063	rs10515864	0.128	0.25	0.01	0.01	0.34	326242	-
rs13186063	rs17610788	0.156	0.55	0.021	0.02	0.32	338854	-
rs13186063	rs642305	0.099	0.08	0.003	0.0	0.37	340090	-
rs13186063	rs17538699	0.122	0.02	0.001	0.01	0.65	343520	-
rs1025014	rs9313968	1.0	5.3	0.161	0.71	1.0	2157	216.85
rs1025014	rs13172782	1.0	1.98	0.047	0.36	1.0	6142	-
rs1025014	rs4307107	1.0	6.79	0.192	0.76	1.0	11390	-
rs1025014	rs299304	1.0	28.01	0.93	0.92	1.0	16774	-
rs1025014	rs427056	1.0	1.76	0.049	0.32	1.0	19811	-
rs1025014	rs2069347	0.911	4.82	0.159	0.62	0.98	37247	-
rs1025014	rs2303076	0.474	0.35	0.009	0.05	0.81	57702	-
rs1025014	rs299287	0.842	8.24	0.304	0.64	0.94	63471	-
rs1025014	rs299284	0.915	19.27	0.745	0.79	0.97	66702	-
rs1025014	rs299283	0.842	8.24	0.304	0.64	0.94	66908	-
rs1025014	rs299290	0.854	9.86	0.36	0.67	0.94	72568	-
rs1025014	rs299295	0.852	9.57	0.35	0.66	0.94	79768	-
rs1025014	rs11748030	0.028	0.01	0.001	-0.01	0.25	86465	-
rs1025014	rs4599554	0.79	11.71	0.461	0.63	0.89	89651	-
rs1025014	rs10038157	1.0	0.52	0.02	0.09	0.98	94838	-
rs1025014	rs10515861	0.753	1.11	0.049	0.19	0.93	100799	-
rs1025014	rs7722729	0.621	7.35	0.294	0.44	0.76	112488	-
rs1025014	rs17061797	0.731	0.86	0.019	0.14	0.92	114392	-
rs1025014	rs4869089	0.615	1.34	0.046	0.19	0.84	114460	-
rs1025014	rs7716203	0.573	1.86	0.061	0.24	0.78	117936	-
rs1025014	rs729352	0.479	0.56	0.015	0.07	0.78	119267	-
rs1025014	rs1496864	0.612	3.94	0.144	0.37	0.78	127679	-
